annee,cumul_periode,rss,region,nom_etablissement,nom_installation,no_permis_installation,nb_visites_total,nb_usagers_75ans_et_plus_total,nb_usagers_sante_mentale_total,dms_total,nb_usagers_pec_total,delai_pec_total,nb_visites_ambulatoire,nb_usagers_75ans_et_plus_amb,nb_usagers_sante_mentale_amb,dms_ambulatoire,nb_usagers_pec_ambulatoire,delai_pec_ambulatoire,nb_visites_sur_civiere,nb_usagers_sur_civiere_plus_24h,nb_usagers_sur_civiere_plus_48h,dms_sur_civiere,nb_usagers_pec_sur_civiere,delai_pec_sur_civiere,nb_usagers_75ans_et_plus_civ,nb_usagers_sante_mentale_civ
2025-2026,1,06,Montréal,CIUSSS DE L'EST-DE-L'ÎLE-DE-MONTRÉAL,HÔPITAL MAISONNEUVE-ROSEMONT,12934659,6000,1012,443,10.192112176,4398,2.8849211131,3485,238,95,4.3638685637,1904,3.942455503,2515,722,121,18.268227082,2494,2.0775652678,774,348
2025-2026,1,06,Montréal,CIUSSS DE L'EST-DE-L'ÎLE-DE-MONTRÉAL,HÔPITAL SANTA CABRINI,51235919,3306,858,119,11.576740522,2478,3.245523944,1833,185,50,5.316073377,1014,4.8462278107,1473,474,63,19.367509618,1464,2.1368397086,673,69
2025-2026,1,06,Montréal,CIUSSS DE L'EST-DE-L'ÎLE-DE-MONTRÉAL,INSTITUT UNIVERSITAIRE EN SANTÉ MENTALE DE MONTRÉAL,51235307,504,23,504,17.812285053,490,1.2725793651,226,8,226,3.1314097837,213,1.1880868545,278,139,50,29.747097322,277,1.3375501404,15,278
2025-2026,1,06,Montréal,CIUSSS DE L'OUEST-DE-L'ÎLE-DE-MONTRÉAL,CENTRE HOSPITALIER DE ST. MARY,51248243,3160,657,214,10.292804325,2805,2.8584491979,1977,196,66,6.139342438,1626,3.6258880005,1183,269,22,17.233965906,1179,1.8000475921,461,148
2025-2026,1,06,Montréal,CIUSSS DE L'OUEST-DE-L'ÎLE-DE-MONTRÉAL,HÔPITAL DE LASALLE,51224392,2497,357,65,9.8121423486,2120,2.9091325996,1902,134,26,5.1741171574,1527,3.3845366732,595,209,91,24.63823296,593,1.6849470676,223,39
2025-2026,1,06,Montréal,CIUSSS DE L'OUEST-DE-L'ÎLE-DE-MONTRÉAL,HÔPITAL DOUGLAS,51235190,547,12,537,14.050766809,506,2.4337999561,287,5,279,4.2132452575,247,2.5180555556,260,121,13,24.909877137,259,2.3534480909,7,258
2025-2026,1,06,Montréal,CIUSSS DE L'OUEST-DE-L'ÎLE-DE-MONTRÉAL,HÔPITAL GÉNÉRAL DU LAKESHORE,51228278,3302,820,173,17.314293526,2752,2.8769763404,1966,209,19,6.9404388493,1424,3.7604244694,1336,505,311,32.580010812,1328,1.9296644913,611,154
2025-2026,1,06,Montréal,CIUSSS DU CENTRE-OUEST-DE-L'ÎLE-DE-MONTRÉAL,HÔPITAL GÉNÉRAL JUIF,51248250,8524,1650,455,10.463252679,7457,2.2946069688,3183,223,57,3.6089278982,2215,2.5638137698,5341,820,264,14.548127379,5242,2.1808539997,1427,398
2025-2026,1,06,Montréal,CIUSSS DU CENTRE-SUD-DE-L'ÎLE-DE-MONTRÉAL,HÔPITAL DE VERDUN,51218097,3889,723,224,8.8132046227,3379,1.6576974614,2587,213,83,3.9632242409,2079,2.0627244669,1302,420,26,18.44983999,1300,1.009965812,510,141
2025-2026,1,06,Montréal,CIUSSS DU CENTRE-SUD-DE-L'ÎLE-DE-MONTRÉAL,HÔPITAL NOTRE-DAME,51236313,3553,494,463,10.308302452,3072,2.0789659288,2246,127,188,5.333152147,1770,2.730240113,1307,270,55,18.85779563,1302,1.19359319,367,275
2025-2026,1,06,Montréal,CIUSSS DU NORD-DE-L'ÎLE-DE-MONTRÉAL,HÔPITAL DU SACRÉ-COEUR-DE-MONTRÉAL,12475976,5979,1188,280,11.13688428,4431,3.2317277891,4029,379,110,6.1593186206,2488,4.5695876876,1950,730,160,21.421300712,1943,1.5186061074,809,170
2025-2026,1,06,Montréal,CIUSSS DU NORD-DE-L'ÎLE-DE-MONTRÉAL,HÔPITAL EN SANTÉ MENTALE ALBERT-PRÉVOST,51848752,298,9,298,25.880537845,297,0.4691311261,132,3,132,4.7010606061,131,0.6722370653,166,113,63,42.722049866,166,0.3088487282,6,166
2025-2026,1,06,Montréal,CIUSSS DU NORD-DE-L'ÎLE-DE-MONTRÉAL,HÔPITAL FLEURY,51228492,2820,451,72,8.6202186761,2249,3.1244139371,2011,144,25,4.98960647,1440,3.9148958333,809,213,10,17.645139747,809,1.7173757039,307,47
2025-2026,1,06,Montréal,CIUSSS DU NORD-DE-L'ÎLE-DE-MONTRÉAL,HÔPITAL JEAN-TALON,51228500,3806,510,326,7.5105900041,2794,2.8188429571,2828,156,120,4.2640784614,1819,3.5790139576,978,228,12,16.898253238,975,1.4006367521,354,206
2025-2026,1,06,Montréal,INSTITUT DE CARDIOLOGIE DE MONTRÉAL,INSTITUT DE CARDIOLOGIE DE MONTRÉAL,51248201,2092,589,63,7.6174478171,2000,1.6755668056,1404,294,57,3.5726745014,1312,1.91626969,688,150,8,15.871607316,688,1.2165520026,295,6
2025-2026,1,07,Outaouais,CISSS DE L'OUTAOUAIS,CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DE MANSFIELD-ET-PONTEFRACT,51245058,824,98,15,3.4827831715,754,1.7056023431,797,89,14,3.3443904224,727,1.7222814458,27,1,0,7.5679320988,27,1.2565020576,9,1
2025-2026,1,07,Outaouais,CISSS DE L'OUTAOUAIS,CLSC ET CENTRE D'HÉBERGEMENT DE LA PETITE-NATION,51219491,1136,154,23,3.3214612676,918,1.7888873759,1036,116,22,3.1576994852,818,1.9151575659,100,0,0,5.0180333333,100,0.7559972222,38,1
2025-2026,1,07,Outaouais,CISSS DE L'OUTAOUAIS,HÔPITAL DE GATINEAU,51221703,3688,532,468,13.311665537,2385,6.0034863732,2248,169,118,7.3104485469,1024,6.9288202582,1440,435,166,22.68023206,1361,5.3072763083,363,350
2025-2026,1,07,Outaouais,CISSS DE L'OUTAOUAIS,HÔPITAL DE HULL,51221711,3184,658,107,14.051281407,2151,6.0143034248,1857,161,60,8.2514946449,878,7.1947848646,1327,446,164,22.167486394,1273,5.2001143406,497,47
2025-2026,1,07,Outaouais,CISSS DE L'OUTAOUAIS,HÔPITAL DE MANIWAKI,51221893,1120,145,58,9.1548003472,988,2.1049710414,848,82,26,3.4971619497,720,2.2481466049,272,75,57,26.793320057,268,1.7203202736,63,32
2025-2026,1,07,Outaouais,CISSS DE L'OUTAOUAIS,HÔPITAL ET CHSLD DE PAPINEAU,51228823,2280,337,101,9.0231331628,1649,4.1845938616,1669,149,35,4.4162099727,1047,4.4230481269,611,194,55,21.607347245,602,3.7698735696,188,66
2025-2026,1,07,Outaouais,CISSS DE L'OUTAOUAIS,HÔPITAL ET CHSLD DU PONTIAC,51219459,1127,123,48,6.5725199645,989,2.215152511,989,94,32,4.1768158072,851,2.2864802846,138,51,21,23.741733092,138,1.7752979066,29,16
2025-2026,1,07,Outaouais,CISSS DE L'OUTAOUAIS,HÔPITAL ET CHSLD MÉMORIAL DE WAKEFIELD / WAKEFIELD MEMORIAL HOSPITAL,51228799,1598,115,40,5.1428594771,1251,2.9290525357,1425,76,29,3.8640996101,1081,3.0482598417,173,37,8,15.67599711,170,2.1710343137,39,11
2025-2026,1,08,Abitibi-Témiscamingue,CISSS DE L'ABITIBI-TÉMISCAMINGUE,CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DE LA SARRE,51247559,1552,203,83,6.2781736827,1369,2.7333438844,1242,110,69,4.9560896404,1066,2.8745984469,310,34,2,11.575039427,303,2.2363888889,93,14
2025-2026,1,08,Abitibi-Témiscamingue,CISSS DE L'ABITIBI-TÉMISCAMINGUE,CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DE TÉMISCAMING-KIPAWA,51247476,452,48,20,2.3046994838,418,0.8959489633,425,40,18,1.6883732026,391,0.9086352657,27,4,0,12.006131687,27,0.7122325103,8,2
2025-2026,1,08,Abitibi-Témiscamingue,CISSS DE L'ABITIBI-TÉMISCAMINGUE,CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DE VILLE-MARIE,51247542,1094,170,48,5.3582470039,936,2.9926745014,905,110,36,4.4475841007,751,3.11421697,189,9,0,9.7188286302,185,2.4992777778,60,12
2025-2026,1,08,Abitibi-Témiscamingue,CISSS DE L'ABITIBI-TÉMISCAMINGUE,HÔPITAL D'AMOS,51228906,2201,264,100,4.9133846989,1972,2.1486342123,1630,120,80,3.6519729039,1413,2.4554246285,571,24,1,8.5142625024,559,1.3731514609,144,20
2025-2026,1,08,Abitibi-Témiscamingue,CISSS DE L'ABITIBI-TÉMISCAMINGUE,HÔPITAL DE ROUYN-NORANDA,51228922,2400,344,107,6.9264625,1818,3.9068431426,1936,199,73,5.971115559,1368,4.4812260396,464,39,1,10.912565254,450,2.1607191358,145,34
2025-2026,1,08,Abitibi-Témiscamingue,CISSS DE L'ABITIBI-TÉMISCAMINGUE,HÔPITAL DE VAL-D'OR,51225589,2626,284,166,7.9621440509,2087,3.8999660597,2139,149,117,6.1517171835,1603,4.4270173979,487,119,6,15.913895734,484,2.1543807392,135,49
2025-2026,1,09,Côte-Nord,CISSS DE LA CÔTE-NORD,CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DE FERMONT,51245108,534,7,30,39.045940491,484,2.5077301423,509,6,29,40.629685658,459,2.5388846526,25,0,0,6.8008888889,25,1.9357333333,1,1
2025-2026,1,09,Côte-Nord,CISSS DE LA CÔTE-NORD,CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DE FORESTVILLE,51218741,929,106,61,3.7769016864,776,1.7525408076,798,75,43,2.700858396,652,1.7773683538,131,15,1,10.33173028,124,1.6219959677,31,18
2025-2026,1,09,Côte-Nord,CISSS DE LA CÔTE-NORD,CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DE LA BASSE-CÔTE-NORD,51245140,296,46,3,2.5754316817,288,0.940855517,255,35,3,2.3211819172,247,0.9757647323,41,0,0,4.1567411924,41,0.7305487805,11,0
2025-2026,1,09,Côte-Nord,CISSS DE LA CÔTE-NORD,CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DE LA MINGANIE,51245116,886,73,37,5.5614080135,704,3.10454506,501,34,13,3.4613035041,325,3.1903948718,385,23,2,8.2942712843,379,3.0309271475,39,24
2025-2026,1,09,Côte-Nord,CISSS DE LA CÔTE-NORD,CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DE PORT-CARTIER,51245132,1161,117,51,5.2070042588,1034,2.7807132495,1062,94,44,4.2014919439,935,2.9191238859,99,23,6,15.993409091,99,1.4735016835,23,7
2025-2026,1,09,Côte-Nord,CISSS DE LA CÔTE-NORD,CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DES ESCOUMINS,51218733,834,131,43,3.6821183054,752,1.7263320035,698,82,35,2.9735709169,616,1.7059627525,136,5,0,7.3186335784,136,1.8185927288,49,8
2025-2026,1,09,Côte-Nord,CISSS DE LA CÔTE-NORD,CLSC ET HÔPITAL LE ROYER,51228765,2014,293,114,8.8829387344,1767,3.5123830409,1447,121,56,5.8442766644,1200,4.1909606481,567,145,37,16.637690084,567,2.0762399569,172,58
2025-2026,1,09,Côte-Nord,CISSS DE LA CÔTE-NORD,HÔPITAL ET CLSC DE SEPT-ÎLES,51232023,1943,241,162,8.7335930977,1543,3.7806059624,1367,118,69,5.3323049256,979,4.1753308365,576,130,31,16.805747492,564,3.0954363672,123,93
2025-2026,1,11,Gaspésie-Îles-de-la-Madeleine,CISSS DE LA GASPÉSIE,CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DE GRANDE-VALLÉE,51247732,579,141,9,2.4241661869,408,1.119224537,533,122,9,1.7514800917,364,1.1404029304,46,4,2,10.218550725,44,0.9440214646,19,0
2025-2026,1,11,Gaspésie-Îles-de-la-Madeleine,CISSS DE LA GASPÉSIE,CLSC ET CENTRE DE SERVICES AMBULATOIRES DE MURDOCHVILLE,51221307,200,31,5,2.7388638889,195,1.8046452991,194,27,5,2.7206199885,189,1.8112624927,6,0,0,3.32875,6,1.5962037037,4,0
2025-2026,1,11,Gaspésie-Îles-de-la-Madeleine,CISSS DE LA GASPÉSIE,CLSC ET CENTRE DE SERVICES AMBULATOIRES DE PASPÉBIAC,51220978,1187,226,41,4.1392151081,1114,1.7369319769,847,136,32,3.0978522235,787,1.8870760977,340,16,2,6.7334338235,327,1.3755759429,90,9
2025-2026,1,11,Gaspésie-Îles-de-la-Madeleine,CISSS DE LA GASPÉSIE,HÔPITAL DE CHANDLER,51227775,1500,252,62,5.1785427778,1281,2.334835415,1292,178,52,3.8594356295,1074,2.4496009208,208,27,1,13.372227564,207,1.7393853999,74,10
2025-2026,1,11,Gaspésie-Îles-de-la-Madeleine,CISSS DE LA GASPÉSIE,HÔPITAL DE GASPÉ,51220903,1158,159,50,4.6798452792,1021,1.5810101752,941,94,38,3.5552969654,807,1.7770470191,217,5,1,9.5563428059,214,0.8417497404,65,12
2025-2026,1,11,Gaspésie-Îles-de-la-Madeleine,CISSS DE LA GASPÉSIE,HÔPITAL ET CLSC DE SAINTE-ANNE-DES-MONTS,51247799,1296,228,66,5.2698724709,1155,2.4397267917,1006,119,46,3.6426496576,869,2.6581440992,290,32,0,10.914652299,286,1.7760742036,109,20
2025-2026,1,11,Gaspésie-Îles-de-la-Madeleine,CISSS DE LA GASPÉSIE,HÔPITAL ET GROUPE DE MÉDECINE DE FAMILLE UNIVERSITAIRE DE MARIA,51227908,1432,268,64,8.5172761484,1346,2.0550177481,1040,119,33,3.7291752137,954,2.2674557419,392,151,38,21.220401077,392,1.5380130385,149,31
2025-2026,1,11,Gaspésie-Îles-de-la-Madeleine,CISSS DES ÎLES,HÔPITAL DE L'ARCHIPEL,51227783,1231,216,45,4.5860637242,1098,1.2351100486,991,141,27,2.8140901446,859,1.3014807269,240,29,7,11.902837963,239,0.9965643887,75,18
2025-2026,1,12,Chaudière-Appalaches,CISSS DE CHAUDIÈRE-APPALACHES,CHSLD ET HÔPITAL PAUL-GILBERT,51245199,3813,334,54,2.8547375208,3109,2.0147424145,3803,333,54,2.8563809273,3099,2.0206485067,10,0,0,2.22975,10,0.1844444444,1,0
2025-2026,1,12,Chaudière-Appalaches,CISSS DE CHAUDIÈRE-APPALACHES,HÔPITAL DE MONTMAGNY,51245223,3332,580,95,5.5288467887,3067,1.8799881353,2640,314,61,3.2659503367,2376,2.169581112,692,116,25,14.161862155,691,0.8842241518,266,34
2025-2026,1,12,Chaudière-Appalaches,CISSS DE CHAUDIÈRE-APPALACHES,HÔPITAL DE SAINT-GEORGES,51228971,4276,784,210,7.6383922539,3583,2.5426764505,3008,342,103,4.4459861665,2318,3.1998573962,1268,262,29,15.211544865,1265,1.3384508125,442,107
2025-2026,1,12,Chaudière-Appalaches,CISSS DE CHAUDIÈRE-APPALACHES,HÔPITAL DE THETFORD,51245231,3777,617,147,6.3508548083,3451,1.7928263949,2979,336,91,4.3521052926,2653,2.0387986347,798,140,5,13.812352061,798,0.9750765803,281,56
2025-2026,1,12,Chaudière-Appalaches,CISSS DE CHAUDIÈRE-APPALACHES,HÔTEL-DIEU DE LÉVIS,51227569,6957,1509,472,8.7971068308,6205,1.7000538992,4598,535,218,3.9510400657,3846,2.2345180418,2359,595,152,18.242725731,2359,0.8286892987,974,254
2025-2026,1,13,Laval,CISSS DE LAVAL,HÔPITAL DE LA CITÉ-DE-LA-SANTÉ,51228757,7993,1548,588,11.708465949,6255,3.6175171418,4871,431,118,6.0110609275,3142,4.4272141771,3122,1064,150,20.59765873,3113,2.8002771532,1117,470
2025-2026,1,14,Lanaudière,CISSS DE LANAUDIÈRE,HÔPITAL DE LANAUDIÈRE ET CENTRE D'HÉBERGEMENT PARPHILIA-FERLAND,51244945,6820,1202,457,7.9405975073,5507,2.3691252547,4462,361,316,4.7528674237,3158,3.067240342,2358,403,13,13.972680473,2349,1.4305780237,841,141
2025-2026,1,14,Lanaudière,CISSS DE LANAUDIÈRE,HÔPITAL PIERRE-LE GARDEUR,51228062,7644,1462,459,8.7905150372,5702,2.7946928953,5245,508,156,4.7446384917,3312,3.1374136977,2399,635,41,17.636126743,2390,2.319759298,954,303
2025-2026,1,15,Laurentides,CISSS DES LAURENTIDES,CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX D'ARGENTEUIL,51245306,1845,248,70,6.6736970792,1456,2.942301015,1507,143,40,4.7671813021,1119,3.350715917,338,52,13,15.174049967,337,1.586169634,105,30
2025-2026,1,15,Laurentides,CISSS DES LAURENTIDES,CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DE RIVIÈRE-ROUGE,51217628,1249,176,72,6.6400538208,1083,3.2964578845,945,92,45,4.5839750147,788,3.4361079385,304,46,8,13.031483004,295,2.9234265537,84,27
2025-2026,1,15,Laurentides,CISSS DES LAURENTIDES,CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DE SAINTE-AGATHE,51246874,2715,601,158,9.8486437487,2166,3.8939278752,1703,213,47,6.0350813923,1166,4.7783359539,1012,208,6,16.266130599,1000,2.8627080556,388,111
2025-2026,1,15,Laurentides,CISSS DES LAURENTIDES,HÔPITAL DE MONT-LAURIER,51217610,1641,264,78,8.7692741553,1289,4.065162055,1211,128,22,6.2687989724,866,4.4154112138,430,92,15,15.811310078,423,3.3481034936,136,56
2025-2026,1,15,Laurentides,CISSS DES LAURENTIDES,HÔPITAL DE SAINT-EUSTACHE,51228864,4917,1107,299,12.80758587,3573,3.7934951954,2747,270,56,6.7721056304,1416,5.365792726,2170,745,124,20.447891961,2157,2.7613332561,837,243
2025-2026,1,15,Laurentides,CISSS DES LAURENTIDES,HÔPITAL DE SAINT-JÉRÔME,51228880,5590,1098,571,15.869995329,4236,3.7295180857,3220,354,186,6.3777921843,1877,5.031844403,2370,946,489,28.766575129,2359,2.6932881164,744,385
2025-2026,1,16,Montérégie,CISSS DE LA MONTÉRÉGIE-CENTRE,HÔPITAL CHARLES-LE MOYNE,51233799,6701,1301,563,9.111033718,4347,4.0917829026,4292,440,199,4.9769236694,1944,4.6587404264,2409,532,17,16.476579724,2403,3.6331206362,861,364
2025-2026,1,16,Montérégie,CISSS DE LA MONTÉRÉGIE-CENTRE,HÔPITAL DU HAUT-RICHELIEU,51229045,5153,989,349,10.256927572,3879,3.740810776,3229,285,91,5.7433507966,1964,4.7994260579,1924,546,119,17.831948054,1915,2.65510821,704,258
2025-2026,1,16,Montérégie,CISSS DE LA MONTÉRÉGIE-EST,HÔPITAL HONORÉ-MERCIER,51229193,4306,930,261,9.3471325541,3283,4.2114609774,2192,302,88,5.2466228204,1201,5.2629070682,2114,333,48,13.598938295,2082,3.6049351585,628,173
2025-2026,1,16,Montérégie,CISSS DE LA MONTÉRÉGIE-EST,HÔPITAL PIERRE-BOUCHER,51229011,5357,1231,328,11.184725852,4062,4.8363306253,2492,356,90,6.5314929998,1219,6.3648698842,2865,567,76,15.232145143,2843,4.1809351428,875,238
2025-2026,1,16,Montérégie,CISSS DE LA MONTÉRÉGIE-EST,HÔTEL-DIEU DE SOREL,51229102,2998,521,161,8.5910852605,2300,3.0968985507,1833,190,44,4.3388047827,1151,3.7557908582,1165,265,39,15.281583214,1149,2.4368593463,331,117
2025-2026,1,16,Montérégie,CISSS DE LA MONTÉRÉGIE-OUEST,HÔPITAL ANNA-LABERGE,51229151,3270,726,229,15.485203874,2672,1.5987025948,1767,190,40,7.7732078853,1171,2.9338955309,1503,548,223,24.551801952,1501,0.5570564068,536,189
2025-2026,1,16,Montérégie,CISSS DE LA MONTÉRÉGIE-OUEST,HÔPITAL BARRIE MEMORIAL / BARRIE MEMORIAL HOSPITAL,51228005,1814,184,25,6.5224235881,1527,2.9500573019,1534,111,15,4.4219107634,1248,3.0344951923,280,89,15,18.030233135,279,2.5723566308,73,10
2025-2026,1,16,Montérégie,CISSS DE LA MONTÉRÉGIE-OUEST,HÔPITAL DU SUROÎT,51229136,3623,707,297,15.059669626,2877,2.1656023829,2053,173,154,4.1370028955,1366,2.845576094,1570,507,315,29.342621727,1511,1.5508809471,534,143
2026-2027,1,01,Bas-Saint-Laurent,CISSS DU BAS-SAINT-LAURENT,CENTRE HOSPITALIER RÉGIONAL DU GRAND-PORTAGE,51218352,2049,436,93,5.1094563744,1674,2.2643817204,1501,188,62,3.4530548153,1134,2.5897138938,548,8,0,9.6464248783,540,1.5811841564,248,31
2026-2027,1,01,Bas-Saint-Laurent,CISSS DU BAS-SAINT-LAURENT,CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DE TROIS-PISTOLES,51236156,1066,138,39,3.4442294663,1003,1.3567237177,922,91,28,2.4641693782,859,1.4333294529,144,2,0,9.7193364198,144,0.8997492284,47,11
2026-2027,1,01,Bas-Saint-Laurent,CISSS DU BAS-SAINT-LAURENT,CLSC DE POHÉNÉGAMOOK,51219418,926,147,38,2.6855522558,867,1.3644434833,844,120,36,2.1519398368,788,1.4104219543,82,4,0,8.1778556911,79,0.9058227848,27,2
2026-2027,1,01,Bas-Saint-Laurent,CISSS DU BAS-SAINT-LAURENT,HÔPITAL D'AMQUI,51226892,1233,215,48,4.3834840497,1103,1.5036244585,885,94,29,3.0076619586,762,1.8020873432,348,19,2,7.882341954,341,0.836678071,121,19
2026-2027,1,01,Bas-Saint-Laurent,CISSS DU BAS-SAINT-LAURENT,HÔPITAL DE MATANE,51218980,1559,275,79,5.7448521132,1422,2.4518573215,1169,131,53,3.9768731584,1052,2.7303614808,390,55,13,11.044255698,370,1.6600022523,144,26
2026-2027,1,01,Bas-Saint-Laurent,CISSS DU BAS-SAINT-LAURENT,HÔPITAL DE NOTRE-DAME-DU-LAC,51221877,1191,255,37,4.7103048325,1004,1.924497012,903,129,16,3.0410086748,723,2.1314910865,288,18,0,9.9442438272,281,1.3919108343,126,21
2026-2027,1,01,Bas-Saint-Laurent,CISSS DU BAS-SAINT-LAURENT,HÔPITAL NOTRE-DAME-DE-FATIMA,51221141,1421,278,51,4.8323924857,1300,2.284274359,1110,163,35,3.5155785786,992,2.3778427419,311,19,0,9.5322749196,308,1.9829112554,115,16
2026-2027,1,01,Bas-Saint-Laurent,CISSS DU BAS-SAINT-LAURENT,HÔPITAL RÉGIONAL DE RIMOUSKI,51227882,2728,577,186,6.6772480857,2144,2.9823506167,1891,247,86,4.7134034021,1315,3.5333092522,837,82,0,11.114082371,829,2.1083933119,330,100
2026-2027,1,02,Saguenay-Lac-Saint-Jean,CIUSSS DU SAGUENAY - LAC-SAINT-JEAN,HÔPITAL D'ALMA,51219400,3347,593,131,5.0649107825,2704,2.9097586908,2626,353,80,3.9908838961,1992,3.1674025268,721,14,0,8.9766924796,712,2.1889349251,240,51
2026-2027,1,02,Saguenay-Lac-Saint-Jean,CIUSSS DU SAGUENAY - LAC-SAINT-JEAN,HÔPITAL DE CHICOUTIMI,51218394,4753,893,264,8.8766150618,4018,2.9846205962,2679,287,112,5.3302360956,1962,4.0122215143,2074,352,23,13.457497053,2056,2.0040014321,606,152
2026-2027,1,02,Saguenay-Lac-Saint-Jean,CIUSSS DU SAGUENAY - LAC-SAINT-JEAN,HÔPITAL DE DOLBEAU-MISTASSINI,51219384,1952,353,71,4.8268674579,1706,2.2660013677,1643,244,43,3.4363070603,1397,2.4494496143,309,43,10,12.220688601,309,1.4366253146,109,28
2026-2027,1,02,Saguenay-Lac-Saint-Jean,CIUSSS DU SAGUENAY - LAC-SAINT-JEAN,HÔPITAL DE LA BAIE,51221364,1792,264,66,5.8071327815,1604,2.8820809088,1345,127,40,4.5005857084,1161,3.1671370466,447,13,1,9.7384656972,443,2.1350150489,137,26
2026-2027,1,02,Saguenay-Lac-Saint-Jean,CIUSSS DU SAGUENAY - LAC-SAINT-JEAN,HÔPITAL ET CENTRE D'HÉBERGEMENT DE ROBERVAL,51228203,2171,348,110,6.7422075081,1900,2.8652418129,1448,141,28,4.2312968079,1188,3.028433642,723,84,3,11.77097472,712,2.5929498283,207,82
2026-2027,1,02,Saguenay-Lac-Saint-Jean,CIUSSS DU SAGUENAY - LAC-SAINT-JEAN,HÔPITAL ET CENTRE DE RÉADAPTATION DE JONQUIÈRE,51224541,2534,512,111,7.3073886258,1997,4.0075880487,1653,203,48,5.2313078914,1144,4.5008202214,881,36,0,11.202691071,853,3.3460902696,309,63
2026-2027,1,03,Capitale-Nationale,CHU DE QUÉBEC - UNIVERSITÉ LAVAL,CENTRE HOSPITALIER DE L'UNIVERSITÉ LAVAL,51217594,6841,693,646,8.5295118079,5722,2.0403700144,3761,126,218,5.1126831664,2659,2.9497905436,3080,319,79,12.701814574,3063,1.2508991729,567,428
2026-2027,1,03,Capitale-Nationale,CHU DE QUÉBEC - UNIVERSITÉ LAVAL,HÔPITAL DE L'ENFANT-JÉSUS,51233914,5549,1025,669,10.644988837,4785,1.9019601184,3113,342,183,4.2881442517,2376,2.4769290123,2436,612,129,18.768493432,2409,1.3348675107,683,486
2026-2027,1,03,Capitale-Nationale,CHU DE QUÉBEC - UNIVERSITÉ LAVAL,HÔPITAL DU SAINT-SACREMENT,51217529,3475,928,93,7.2362525979,2765,2.2308041993,2403,403,37,3.8680139409,1706,2.5441692719,1072,220,7,14.786511453,1059,1.7259875669,525,56
2026-2027,1,03,Capitale-Nationale,CHU DE QUÉBEC - UNIVERSITÉ LAVAL,HÔPITAL SAINT-FRANÇOIS D'ASSISE,51217602,3899,983,104,10.244524593,3301,2.1968549093,2190,290,51,4.991738965,1599,3.1749452783,1709,467,27,16.97571273,1702,1.2779556731,693,53
2026-2027,1,03,Capitale-Nationale,CHU DE QUÉBEC - UNIVERSITÉ LAVAL,L'HÔTEL-DIEU DE QUÉBEC,51217586,2069,511,73,7.7569585414,1845,1.664098916,1093,124,25,3.4695588086,877,1.9469419106,976,124,4,12.558319103,968,1.4078455005,387,48
2026-2027,1,03,Capitale-Nationale,CIUSSS DE LA CAPITALE-NATIONALE,CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX CHAUVEAU,51225001,3938,356,66,3.2232609616,2515,2.0672392313,3710,331,59,3.1341150045,2288,2.1705375874,228,0,0,4.6738377193,227,1.0260646109,25,7
2026-2027,1,03,Capitale-Nationale,CIUSSS DE LA CAPITALE-NATIONALE,CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DE BAIE-SAINT-PAUL,51244804,1052,225,35,6.6328583122,874,2.1434544241,776,119,11,3.5466795533,601,2.4384151414,276,47,9,15.30994062,273,1.4941086691,106,24
2026-2027,1,03,Capitale-Nationale,CIUSSS DE LA CAPITALE-NATIONALE,CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DE SAINT-MARC-DES-CARRIÈRES,51247344,1663,232,20,3.3541791942,1395,1.8316591,1413,144,16,2.7625267359,1149,2.0093349289,250,4,0,6.6981988889,246,1.001782972,88,4
2026-2027,1,03,Capitale-Nationale,CIUSSS DE LA CAPITALE-NATIONALE,CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DE SAINT-RAYMOND,51247302,1655,256,31,5.0029362202,1283,2.2363691868,1250,129,13,3.5947975556,890,2.6475234082,405,21,4,9.3490432099,393,1.3052565734,127,18
